sample_id,category,original_text,plaintext_length
7567,Authentication Tokens,Session Token: b643b66e0a147eddbcc33e40fd1305a32e0c1d90f63b8a869938181d3071b974,79
7568,Business/Internal Notes,Decision: Day me us red.,24
7569,Business/Internal Notes,Decision: Popular your score arm world notice television.,57
7570,Chat Messages,Hey James! Someone accept few money. 😂,38
7571,Chat Messages,Multilingual: Fact two top can affect possible first market. an,63
7572,Authentication Tokens,Session Token: ece3711cfa4e20e9f593fcfe5fda7df2e86cc94af795057145368bd97ae2f680,79
7573,Financial Data,Credit Card: 639046522251,25
7574,Legal and Medical Text,Prescription: Fall institution conference parent individual.,60
7575,PII,340-14-4011,11
7576,Legal and Medical Text,Prescription: Quickly mention million add.,42
7577,Login Credentials,PIN: 8447,9
7578,Chat Messages,Multilingual: Enough interesting across whole focus chair. or,61
7579,Login Credentials,"Username: richardstuart, Password: @4uIDPKs+5",45
7580,Business/Internal Notes,Meeting Summary: Occur billion apply million.,45
7581,Chat Messages,Shoulder see radio gas. Model animal almost half imagine box apply.,67
7582,Financial Data,Credit Card: 3597144619660524,29
7583,Chat Messages,Hey Jennifer! Method foot nature away our. 😊,44
7584,Chat Messages,Multilingual: Speak state state debate visit natural. iu,56
7585,Legal and Medical Text,Prescription: Floor father huge discussion skill member.,56
7586,Chat Messages,Short race fish only skin. Practice morning church. Stay office sea tax what.,77
7587,Chat Messages,Great although drug.,20
7588,Login Credentials,PIN: 6934,9
7589,Login Credentials,PIN: 3326,9
7590,PII,1946-03-17,10
7591,Chat Messages,Rate thank spend instead his consumer how. Organization ask project light boy happen yourself.,94
7592,Legal and Medical Text,Prescription: Rock share practice participant remain first method.,66
7593,Legal and Medical Text,Prescription: Institution explain machine must movement.,56
7594,Business/Internal Notes,Meeting Summary: Decision star issue design week.,49
7595,Business/Internal Notes,Project Update: Accept through little trouble bill discuss evening.,67
7596,Authentication Tokens,Session Token: cfaa5c00b285b8c81777a6c028716902832392998683318c5c4ea657fc725e63,79
7597,Legal and Medical Text,Prescription: Rock customer end capital long kind together.,59
7598,Legal and Medical Text,Legal Clause: Wonder adult other agreement letter structure president idea.,75
7599,Chat Messages,Audience high guy own. Country within rest pressure.,52
7600,Authentication Tokens,Session Token: abc412fba1ec6d56ebe83dd1daa2b97894f2777d9934423ccae739d04cf17a88,79
7601,PII,"817 Valerie Forges Suite 847
Ginaville, KY 36279",48
7602,Authentication Tokens,OAuth Token: 188162e85d155db16f6d39114fc7d10caaac1789,53
7603,Business/Internal Notes,Meeting Summary: What pattern return all college ball page.,59
7604,Legal and Medical Text,Prescription: Bar explain design position chair.,48
7605,Authentication Tokens,Session Token: 9be70d9501772e78b1a1fcd3b90e7e685d98c71fdbe8bc7375be3ad529e0095f,79
7606,Business/Internal Notes,Project Update: Class skin feel.,32
7607,Business/Internal Notes,Decision: Able girl piece skin blue.,36
7608,Login Credentials,"Username: smithkatherine, Password: K9oQo7cV+l",46
7609,PII,791.578.0011,12
7610,Chat Messages,Multilingual: View general around even become news stay. sw,59
7611,Legal and Medical Text,Compliance: Per room who make hold.,35
7612,Authentication Tokens,OAuth Token: 702a87cadd556f5017c0444a92e33b7ab6401d80,53
7613,Legal and Medical Text,Legal Clause: Lose idea heavy exactly training.,47
7614,Financial Data,GB85LMNP39268714892830,22
7615,Login Credentials,PIN: 5714,9
7616,Login Credentials,PIN: 3236,9
7617,Financial Data,Transaction: OMR 475.57 for Streamlined coherent methodology,60
7618,Financial Data,Transaction: JPY 993.71 for Distributed composite hub,53
7619,Legal and Medical Text,Prescription: Success international bag benefit wonder condition.,65
7620,Login Credentials,"Username: welliott, Password: aFdT_9Jylw",40
7621,Authentication Tokens,OAuth Token: 5712498bd501934cb07420d7d94f252284defa8b,53
7622,Authentication Tokens,OAuth Token: b7f42d047c257d19c424baec5574c840cdee022f,53
7623,Login Credentials,PIN: 7941,9
7624,Legal and Medical Text,Prescription: Person play while meeting may office air government.,66
7625,PII,1985-12-24,10
7626,Business/Internal Notes,Project Update: Those great until such hotel take wind.,55
7627,Authentication Tokens,OAuth Token: 9207348611a36b78e042109fb0a1e1d770842f35,53
7628,Authentication Tokens,Session Token: c0a57c44cd3696e20029ee3acfe188c0b22cc09b394589650df7de26ded3e695,79
7629,Financial Data,Credit Card: 3508669370011366,29
7630,Legal and Medical Text,Legal Clause: How all play two conference.,42
7631,PII,2005-07-08,10
7632,Authentication Tokens,API Key: 3c81ebda-87e7-47ef-8a9c-e1fdbb561d10,45
7633,Login Credentials,PIN: 5182,9
7634,Business/Internal Notes,Project Update: Measure certain Republican right father.,56
7635,PII,"Unit 3547 Box 5752
DPO AA 57525",31
7636,Legal and Medical Text,Compliance: Stock example picture do.,37
7637,Chat Messages,Hey Jesse! Deal artist difficult ability. 😊,43
7638,Login Credentials,PIN: 5319,9
7639,Business/Internal Notes,Project Update: Coach dog recently east hot north.,50
7640,Business/Internal Notes,Decision: Lay condition party concern treat hand likely.,56
7641,PII,"USS Randall
FPO AP 72250",24
7642,Financial Data,Transaction: GNF 337.92 for Networked next generation budgetary management,74
7643,PII,1999-06-22,10
7644,Business/Internal Notes,Decision: Take win heart through spring would arm itself.,57
7645,Login Credentials,"Username: grahamtheodore, Password: $_3LRsd5O$",46
7646,Legal and Medical Text,Prescription: Wait conference notice technology experience rate.,64
7647,Login Credentials,"Username: mmitchell, Password: #y2E+AeL&Z",41
7648,Business/Internal Notes,Meeting Summary: Effort green wonder lawyer mouth may.,54
7649,Login Credentials,"Username: jimenezbrandy, Password: *3EOAycwka",45
7650,Legal and Medical Text,Prescription: Us agency create address skill campaign unit treatment.,69
7651,Authentication Tokens,API Key: 5ba43501-60dc-409c-8451-741c0d745525,45
7652,Financial Data,GB86ITXL74561092630332,22
7653,Login Credentials,"Username: molinascott, Password: N(32JEjexK",43
7654,Chat Messages,Since realize defense will guy not. Small this loss carry blue. Contain deal a although.,88
7655,Legal and Medical Text,Legal Clause: Line all exactly.,31
7656,Legal and Medical Text,Legal Clause: Sister sister product small audience yeah Democrat.,65
7657,Login Credentials,"Username: yhill, Password: 9+0HW!nzX)",37
7658,Business/Internal Notes,Meeting Summary: Growth long third democratic relate.,53
7659,Authentication Tokens,API Key: 363f80c0-7585-4d52-8944-7e79b96d6836,45
7660,Authentication Tokens,API Key: 30ac7592-1b51-494c-8af1-e3fe2ec266dd,45
7661,Authentication Tokens,OAuth Token: 2a6b42f093ecbac7b51a72dce1184a8da2b2ae20,53
7662,Login Credentials,PIN: 2059,9
7663,Authentication Tokens,OAuth Token: 767c99b67fc891eec62ccac37736daf885dfa243,53
7664,Business/Internal Notes,Meeting Summary: End back return lot act actually week.,55
7665,Chat Messages,Hey Samuel! North open morning really wrong peace watch method. 👍,65
7666,Legal and Medical Text,Legal Clause: School miss society trial together beyond.,56
7667,Financial Data,Credit Card: 2637493025498514,29
7668,PII,384-95-0859,11
7669,Authentication Tokens,Session Token: 9e1ae5a84721457cbb293a58718b5f1c2b2a6444cb320dce67eac0c4ff00fa6d,79
7670,Authentication Tokens,API Key: 1e5873fa-2595-4c57-a9e8-fbb1cf52729e,45
7671,Legal and Medical Text,Compliance: Reflect although clearly test professor sister.,59
7672,Legal and Medical Text,Legal Clause: Blue land support despite.,40
7673,Chat Messages,Rest condition imagine challenge reach. Pm term wish trouble close. South form fall relate car.,95
7674,Legal and Medical Text,Legal Clause: Money respond visit name yes she save.,52
7675,Legal and Medical Text,Prescription: Condition price dinner such stand.,48
7676,Chat Messages,Multilingual: Next sense position answer individual paper necessary compare. ik,79
7677,PII,614.938.2728x40371,18
7678,Business/Internal Notes,Project Update: Reason image thank pay without surface.,55
7679,Legal and Medical Text,Prescription: Half toward car quite conference agree event international.,73
7680,Business/Internal Notes,Meeting Summary: Science week strong reflect ahead study role.,62
7681,Authentication Tokens,API Key: d6a7751c-ff9a-4579-8244-45cf3dff0da8,45
7682,Authentication Tokens,Session Token: 34cfb5bb403d21805eccb3517035406d020144ddf878d20b0d944c3debceb16b,79
7683,PII,Andrea Brown,12
7684,Legal and Medical Text,Legal Clause: Son marriage gas phone stock.,43
7685,Login Credentials,PIN: 1124,9
7686,Login Credentials,PIN: 1564,9
7687,Login Credentials,"Username: dayjesus, Password: _8AKt1DoJB",40
7688,PII,+1-599-501-5748x435,19
7689,Financial Data,Account No: WBPO21967502150415 at Wood and Sons,47
7690,Chat Messages,Multilingual: Least minute yard. yi,35
7691,Financial Data,"Account No: XZEU65577931702029 at Gonzalez, Le and Burnett",58
7692,Chat Messages,Multilingual: Indicate nor arrive authority than here. an,57
7693,Authentication Tokens,OAuth Token: db74c22ff03d0b24f7f97116722c012e18c22442,53
7694,Business/Internal Notes,Project Update: Power rich give leave four figure fill.,55
7695,Chat Messages,Hey Kathryn! Say against read whose skill hand time. 😊,54
7696,PII,Jason Jones,11
7697,Legal and Medical Text,Compliance: Tree soon surface.,30
7698,Legal and Medical Text,Prescription: Chair fear rather record ever serve.,50
7699,Business/Internal Notes,Decision: Thus agreement central official purpose.,50
7700,Login Credentials,PIN: 4747,9
7701,PII,John Holmes,11
7702,Legal and Medical Text,Prescription: Question effort senior two fire.,46
7703,Login Credentials,PIN: 2421,9
7704,Login Credentials,"Username: michaelblankenship, Password: MjJzSbQ9_5",50
7705,Financial Data,Credit Card: 676378383845,25
7706,PII,"72713 Ross Keys Suite 820
New Rhonda, LA 85780",46
7707,Authentication Tokens,Session Token: 9ccbc44c859ef7ec1ec6628a19a0130402953ce1523cfe242d68f9cecad6aaa6,79
7708,Login Credentials,PIN: 143,8
7709,Business/Internal Notes,Decision: Management letter born surface how here network.,58
7710,Business/Internal Notes,Project Update: Treatment American ahead.,41
7711,Login Credentials,"Username: paulallen, Password: %_6a@GYsZ&",41
7712,PII,"257 Stewart Springs
New Jenniferview, KY 09176",46
7713,Login Credentials,"Username: tford, Password: )!pPs8AgW3",37
7714,Chat Messages,Hey Susan! Apply pass article fight focus. 👍,44
7715,Legal and Medical Text,Legal Clause: Relate oil detail save ago.,41
7716,Legal and Medical Text,Compliance: Ground benefit become chance get.,45
7717,Legal and Medical Text,Prescription: People daughter protect reveal deal region prevent listen.,72
7718,Business/Internal Notes,Decision: Doctor total writer information believe.,50
7719,Chat Messages,Leave group address or employee answer. Scene tend film response take special table.,84
7720,Legal and Medical Text,Prescription: Bag particularly exist be decision enough.,56
7721,Legal and Medical Text,Compliance: Above threat human anyone.,38
7722,Chat Messages,Opportunity either him fill media stop. Event technology avoid cup exactly ball.,80
7723,Authentication Tokens,OAuth Token: b8eca4177b2a550cf04918f1ec7cb15ede84e77b,53
7724,Business/Internal Notes,Decision: Former because capital sure.,38
7725,Legal and Medical Text,Legal Clause: Language however available.,41
7726,PII,081-09-1578,11
7727,Authentication Tokens,OAuth Token: fce9fb76d9246a49da0080640d21ea01c6db4765,53
7728,Business/Internal Notes,Meeting Summary: Citizen relate she to a.,41
7729,Chat Messages,Multilingual: Bag staff save book fight. ckb,44
7730,PII,001-762-923-6609x952,20
7731,PII,Dawn Perry,10
7732,Chat Messages,Multilingual: Writer south news beautiful institution. cmn,58
7733,Login Credentials,"Username: marypena, Password: (s0E3XYi7d",40
7734,PII,1995-11-13,10
7735,Login Credentials,"Username: josephgamble, Password: )6#RXJ0^lS",44
7736,PII,(530)630-5348x28847,19
7737,PII,"USNS Sanders
FPO AE 15513",25
7738,Financial Data,GB80LAIM79943390762146,22
7739,Legal and Medical Text,Compliance: Would performance car collection wait.,50
7740,Legal and Medical Text,Prescription: Population nice since.,36
7741,Chat Messages,Hey John! Vote stop them age simple drug. 👍,43
7742,Login Credentials,"Username: cainjose, Password: J!#2Cx$LII",40
7743,Authentication Tokens,Session Token: e3bff28aaf4b12acb7739f2684362a735e55bc35d34207f65bb465ad32525eaa,79
7744,Financial Data,Credit Card: 3513984427322325,29
7745,Legal and Medical Text,Legal Clause: Fish work level mention bag evidence specific.,60
7746,Financial Data,Account No: LYSP41790375005141 at Miller-Davis,46
7747,PII,525-53-6251,11
7748,Legal and Medical Text,Prescription: Something visit dark large shake difference.,58
7749,Login Credentials,PIN: 6616,9
7750,PII,162-39-4591,11
7751,Legal and Medical Text,Legal Clause: Current far much old tough today.,47
7752,Business/Internal Notes,Meeting Summary: Become remember ago involve.,45
7753,Chat Messages,Pick those my board over. Fish current to street spring image.,62
7754,Legal and Medical Text,Legal Clause: No mention actually.,34
7755,Authentication Tokens,Session Token: 9287a765d24ad77b5a889aea85c91bd80daf272d21c26a29dda298171bda7ddf,79
7756,Legal and Medical Text,Legal Clause: Way picture hope same.,36
7757,Legal and Medical Text,Legal Clause: Prepare address region meet continue deal.,56
7758,Authentication Tokens,OAuth Token: dfef5fec6d09be6420562a314027e85c635dd313,53
7759,Legal and Medical Text,Prescription: Detail fight house finally.,41
7760,Business/Internal Notes,Decision: Production market reason institution suddenly executive.,66
7761,Authentication Tokens,API Key: ed35b417-720c-4bc4-a9d0-8187aa0be020,45
7762,Business/Internal Notes,Project Update: Better cover door believe key least medical.,60
7763,Business/Internal Notes,Meeting Summary: Court beyond town attorney.,44
7764,Chat Messages,Multilingual: Short realize partner result anything argue. xh,61
7765,Legal and Medical Text,Prescription: Sure assume military world return suffer area development.,72
7766,PII,757.971.6729x8883,17
7767,Chat Messages,Multilingual: Throughout radio painting send animal. hu,55
7768,Business/Internal Notes,Meeting Summary: Factor sing turn can charge.,45
7769,Financial Data,GB82IJZO43035408387288,22
7770,Financial Data,"Account No: FJYC24365358306110 at Lynch, Fowler and Chavez",58
7771,Legal and Medical Text,Legal Clause: Cultural trouble yard shake much.,47
